,Unnamed: 0,Year,tourney_id,tourney_name,Hard,Clay,Carpet,Grass,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,Target
620,620,2013,2013-410,Monte Carlo Masters,0.0,1.0,0.0,0.0,56,M,20130414,25,104925,Novak Djokovic,1.0,188.0,SRB,25.9,104022,Mikhail Youzhny,0.0,183.0,RUS,30.8,4-6 6-1 6-4,3,R32,135.0,4.0,3.0,86.0,47.0,33.0,22.0,14.0,3.0,6.0,3.0,6.0,88.0,48.0,30.0,17.0,13.0,5.0,10.0,1.0,12500.0,27.0,1220.0,True
621,621,2013,2013-410,Monte Carlo Masters,0.0,1.0,0.0,0.0,56,M,20130414,41,104925,Novak Djokovic,1.0,188.0,SRB,25.9,104338,Juan Monaco,0.0,185.0,ARG,29.0,4-6 6-2 6-2,3,R16,122.0,5.0,3.0,77.0,51.0,34.0,10.0,13.0,2.0,6.0,0.0,2.0,78.0,53.0,25.0,13.0,13.0,4.0,11.0,1.0,12500.0,20.0,1740.0,True
622,622,2013,2013-410,Monte Carlo Masters,0.0,1.0,0.0,0.0,56,M,20130414,49,104925,Novak Djokovic,1.0,188.0,SRB,25.9,103813,Jarkko Nieminen,1.0,185.0,FIN,31.7,6-4 6-3,3,QF,77.0,1.0,0.0,50.0,27.0,19.0,11.0,9.0,1.0,4.0,1.0,1.0,67.0,43.0,24.0,7.0,10.0,4.0,10.0,1.0,12500.0,49.0,860.0,True
623,623,2013,2013-410,Monte Carlo Masters,0.0,1.0,0.0,0.0,56,M,20130414,53,104925,Novak Djokovic,1.0,188.0,SRB,25.9,104926,Fabio Fognini,0.0,178.0,ITA,25.8,6-2 6-1,3,SF,52.0,3.0,0.0,40.0,28.0,23.0,9.0,8.0,0.0,0.0,1.0,4.0,40.0,20.0,13.0,5.0,7.0,2.0,6.0,1.0,12500.0,32.0,1135.0,True
624,624,2013,2013-410,Monte Carlo Masters,0.0,1.0,0.0,0.0,56,M,20130414,55,104925,Novak Djokovic,1.0,188.0,SRB,25.9,104745,Rafael Nadal,1.0,185.0,ESP,26.8,6-2 7-6(1),3,F,112.0,2.0,0.0,61.0,38.0,24.0,14.0,10.0,3.0,6.0,2.0,3.0,78.0,56.0,31.0,7.0,10.0,7.0,12.0,1.0,12500.0,5.0,6385.0,True
625,625,2013,2013-1536,Madrid Masters,0.0,1.0,0.0,0.0,56,M,20130505,25,105777,Grigor Dimitrov,1.0,188.0,BUL,21.9,104925,Novak Djokovic,0.0,188.0,SRB,25.9,7-6(6) 6-7(8) 6-3,3,R32,186.0,13.0,6.0,131.0,70.0,51.0,32.0,16.0,10.0,12.0,5.0,0.0,125.0,90.0,59.0,20.0,17.0,7.0,11.0,28.0,1272.0,1.0,12900.0,False
626,626,2013,2013-416,Rome Masters,0.0,1.0,0.0,0.0,56,M,20130512,25,104925,Novak Djokovic,1.0,188.0,SRB,25.9,103656,Albert Montanes,0.0,175.0,ESP,32.4,6-2 6-3,3,R32,71.0,3.0,0.0,52.0,40.0,30.0,8.0,9.0,4.0,5.0,1.0,4.0,56.0,32.0,17.0,11.0,8.0,7.0,11.0,1.0,12730.0,89.0,573.0,True
627,627,2013,2013-416,Rome Masters,0.0,1.0,0.0,0.0,56,M,20130512,41,104925,Novak Djokovic,1.0,188.0,SRB,25.9,105238,Alexandr Dolgopolov,0.0,180.0,UKR,24.5,6-1 6-4,3,R16,61.0,5.0,2.0,55.0,38.0,30.0,10.0,9.0,3.0,3.0,4.0,2.0,47.0,26.0,14.0,13.0,8.0,3.0,6.0,1.0,12730.0,23.0,1420.0,True
628,628,2013,2013-416,Rome Masters,0.0,1.0,0.0,0.0,56,M,20130512,49,104607,Tomas Berdych,1.0,196.0,CZE,27.6,104925,Novak Djokovic,0.0,188.0,SRB,25.9,2-6 7-5 6-4,3,QF,142.0,9.0,3.0,106.0,67.0,53.0,14.0,15.0,3.0,6.0,8.0,1.0,90.0,62.0,43.0,15.0,15.0,2.0,5.0,6.0,4520.0,1.0,12730.0,False
629,629,2013,2013-520,Roland Garros,0.0,1.0,0.0,0.0,128,G,20130527,1,104925,Novak Djokovic,1.0,188.0,SRB,26.0,105676,David Goffin,0.0,180.0,BEL,22.4,7-6(5) 6-4 7-5,5,R128,133.0,5.0,0.0,101.0,70.0,53.0,20.0,17.0,1.0,2.0,7.0,2.0,112.0,68.0,46.0,25.0,17.0,8.0,11.0,1.0,12310.0,58.0,797.0,True
630,630,2013,2013-520,Roland Garros,0.0,1.0,0.0,0.0,128,G,20130527,65,104925,Novak Djokovic,1.0,188.0,SRB,26.0,105550,Guido Pella,1.0,185.0,ARG,23.0,6-2 6-0 6-2,5,R64,86.0,1.0,2.0,68.0,49.0,38.0,10.0,11.0,1.0,1.0,1.0,4.0,83.0,47.0,26.0,12.0,11.0,9.0,16.0,1.0,12310.0,83.0,635.0,True
631,631,2013,2013-520,Roland Garros,0.0,1.0,0.0,0.0,128,G,20130527,97,104925,Novak Djokovic,1.0,188.0,SRB,26.0,105777,Grigor Dimitrov,0.0,188.0,BUL,22.0,6-2 6-2 6-3,5,R32,104.0,2.0,0.0,71.0,48.0,39.0,13.0,12.0,4.0,5.0,0.0,2.0,84.0,58.0,33.0,9.0,13.0,9.0,16.0,1.0,12310.0,28.0,1355.0,True
632,632,2013,2013-520,Roland Garros,0.0,1.0,0.0,0.0,128,G,20130527,113,104925,Novak Djokovic,1.0,188.0,SRB,26.0,104259,Philipp Kohlschreiber,0.0,178.0,GER,29.6,4-6 6-3 6-4 6-4,5,R16,162.0,2.0,2.0,141.0,105.0,71.0,23.0,20.0,11.0,13.0,4.0,3.0,116.0,64.0,48.0,28.0,19.0,4.0,8.0,1.0,12310.0,19.0,1750.0,True
633,633,2013,2013-520,Roland Garros,0.0,1.0,0.0,0.0,128,G,20130527,121,104925,Novak Djokovic,1.0,188.0,SRB,26.0,103163,Tommy Haas,0.0,188.0,GER,35.1,6-3 7-6(5) 7-5,5,QF,133.0,11.0,0.0,78.0,50.0,41.0,22.0,16.0,0.0,2.0,4.0,5.0,122.0,73.0,48.0,21.0,17.0,7.0,12.0,1.0,12310.0,14.0,2340.0,True
634,634,2013,2013-520,Roland Garros,0.0,1.0,0.0,0.0,128,G,20130527,125,104745,Rafael Nadal,0.0,185.0,ESP,26.9,104925,Novak Djokovic,0.0,188.0,SRB,26.0,6-4 3-6 6-1 6-7(3) 9-7,5,SF,277.0,6.0,3.0,160.0,102.0,73.0,35.0,27.0,4.0,9.0,5.0,2.0,175.0,118.0,76.0,30.0,27.0,8.0,16.0,4.0,6895.0,1.0,12310.0,False
635,635,2013,2013-540,Wimbledon,0.0,0.0,1.0,0.0,128,G,20130624,1,104925,Novak Djokovic,1.0,188.0,SRB,26.0,104252,Florian Mayer,0.0,190.0,GER,29.7,6-3 7-5 6-4,5,R128,116.0,5.0,0.0,87.0,55.0,41.0,26.0,16.0,3.0,3.0,3.0,0.0,108.0,65.0,46.0,20.0,15.0,8.0,11.0,1.0,11830.0,34.0,1175.0,True
636,636,2013,2013-540,Wimbledon,0.0,0.0,1.0,0.0,128,G,20130624,65,104925,Novak Djokovic,1.0,188.0,SRB,26.0,104035,Bobby Reynolds,0.0,183.0,USA,30.9,7-6(2) 6-3 6-1,5,R64,114.0,12.0,0.0,73.0,43.0,39.0,22.0,14.0,0.0,0.0,8.0,5.0,121.0,82.0,53.0,15.0,14.0,14.0,18.0,1.0,11830.0,156.0,346.0,True
637,637,2013,2013-540,Wimbledon,0.0,0.0,1.0,0.0,128,G,20130624,97,104925,Novak Djokovic,1.0,188.0,SRB,26.0,104871,Jeremy Chardy,0.0,188.0,FRA,26.3,6-3 6-2 6-2,5,R32,86.0,8.0,1.0,58.0,43.0,40.0,12.0,13.0,0.0,0.0,6.0,4.0,89.0,59.0,32.0,15.0,12.0,11.0,16.0,1.0,11830.0,25.0,1441.0,True
638,638,2013,2013-540,Wimbledon,0.0,0.0,1.0,0.0,128,G,20130624,113,104925,Novak Djokovic,1.0,188.0,SRB,26.0,103163,Tommy Haas,0.0,188.0,GER,35.2,6-1 6-4 7-6(4),5,R16,132.0,13.0,3.0,89.0,58.0,44.0,17.0,14.0,5.0,7.0,4.0,2.0,107.0,78.0,43.0,14.0,15.0,7.0,13.0,1.0,11830.0,13.0,2425.0,True
639,639,2013,2013-540,Wimbledon,0.0,0.0,1.0,0.0,128,G,20130624,121,104925,Novak Djokovic,1.0,188.0,SRB,26.0,104607,Tomas Berdych,0.0,196.0,CZE,27.7,7-6(5) 6-4 6-3,5,QF,135.0,16.0,1.0,89.0,54.0,42.0,21.0,16.0,0.0,2.0,6.0,4.0,99.0,52.0,33.0,27.0,15.0,6.0,10.0,1.0,11830.0,6.0,4515.0,True
640,640,2013,2013-540,Wimbledon,0.0,0.0,1.0,0.0,128,G,20130624,125,104925,Novak Djokovic,1.0,188.0,SRB,26.0,105223,Juan Martin del Potro,0.0,198.0,ARG,24.7,7-5 4-6 7-6(2) 6-7(6) 6-3,5,SF,283.0,22.0,2.0,177.0,123.0,102.0,21.0,28.0,5.0,7.0,4.0,4.0,191.0,114.0,82.0,42.0,27.0,12.0,15.0,1.0,11830.0,8.0,3960.0,True
641,641,2013,2013-540,Wimbledon,0.0,0.0,1.0,0.0,128,G,20130624,127,104918,Andy Murray,1.0,190.0,GBR,26.1,104925,Novak Djokovic,0.0,188.0,SRB,26.0,6-4 7-5 6-4,5,F,189.0,9.0,2.0,105.0,67.0,48.0,16.0,16.0,9.0,13.0,4.0,4.0,105.0,68.0,40.0,15.0,16.0,10.0,17.0,2.0,8560.0,1.0,11830.0,False
642,642,2013,2013-421,Canada Masters,0.0,0.0,0.0,1.0,56,M,20130805,25,104925,Novak Djokovic,1.0,188.0,SRB,26.2,104252,Florian Mayer,0.0,190.0,GER,29.8,6-2 6-1,3,R32,56.0,3.0,1.0,57.0,36.0,25.0,13.0,8.0,7.0,7.0,2.0,2.0,38.0,20.0,12.0,6.0,7.0,3.0,7.0,1.0,12040.0,50.0,905.0,True
643,643,2013,2013-421,Canada Masters,0.0,0.0,0.0,1.0,56,M,20130805,41,104925,Novak Djokovic,1.0,188.0,SRB,26.2,104797,Denis Istomin,0.0,188.0,UZB,26.9,2-6 6-4 6-4,3,R16,128.0,9.0,4.0,87.0,52.0,38.0,18.0,14.0,2.0,5.0,4.0,4.0,103.0,64.0,43.0,20.0,14.0,6.0,9.0,1.0,12040.0,66.0,720.0,True
644,644,2013,2013-421,Canada Masters,0.0,0.0,0.0,1.0,56,M,20130805,49,104925,Novak Djokovic,1.0,188.0,SRB,26.2,104755,Richard Gasquet,0.0,185.0,FRA,27.1,6-1 6-2,3,QF,52.0,11.0,0.0,44.0,35.0,27.0,8.0,8.0,2.0,2.0,3.0,5.0,41.0,16.0,12.0,8.0,7.0,2.0,6.0,1.0,12040.0,9.0,3045.0,True
645,645,2013,2013-421,Canada Masters,0.0,0.0,0.0,1.0,56,M,20130805,53,104745,Rafael Nadal,0.0,185.0,ESP,27.1,104925,Novak Djokovic,0.0,188.0,SRB,26.2,6-4 3-6 7-6(2),3,SF,149.0,7.0,1.0,94.0,66.0,47.0,16.0,15.0,4.0,6.0,8.0,7.0,98.0,63.0,45.0,19.0,16.0,3.0,5.0,4.0,6860.0,1.0,12040.0,False
646,646,2013,2013-422,Cincinnati Masters,0.0,0.0,0.0,1.0,56,M,20130811,25,104925,Novak Djokovic,1.0,188.0,SRB,26.2,104338,Juan Monaco,0.0,185.0,ARG,29.3,7-5 6-2,3,R32,78.0,5.0,2.0,51.0,30.0,22.0,14.0,10.0,0.0,2.0,2.0,2.0,60.0,35.0,20.0,10.0,10.0,3.0,8.0,1.0,11400.0,32.0,1240.0,True
647,647,2013,2013-422,Cincinnati Masters,0.0,0.0,0.0,1.0,56,M,20130811,41,104925,Novak Djokovic,1.0,188.0,SRB,26.2,105676,David Goffin,0.0,180.0,BEL,22.6,6-2 6-0,3,R16,50.0,5.0,2.0,35.0,20.0,16.0,12.0,7.0,0.0,0.0,2.0,3.0,46.0,22.0,12.0,6.0,7.0,2.0,7.0,1.0,11400.0,80.0,631.0,True
648,648,2013,2013-422,Cincinnati Masters,0.0,0.0,0.0,1.0,56,M,20130811,49,104545,John Isner,1.0,206.0,USA,28.2,104925,Novak Djokovic,0.0,188.0,SRB,26.2,7-6(5) 3-6 7-5,3,QF,144.0,9.0,0.0,93.0,69.0,55.0,15.0,16.0,3.0,4.0,9.0,5.0,127.0,85.0,62.0,24.0,17.0,9.0,10.0,22.0,1585.0,1.0,11400.0,False
649,649,2013,2013-560,US Open,0.0,0.0,0.0,1.0,128,G,20130826,1,104925,Novak Djokovic,1.0,188.0,SRB,26.2,105575,Ricardas Berankis,0.0,175.0,LTU,23.1,6-1 6-2 6-2,5,R128,82.0,10.0,1.0,73.0,50.0,36.0,14.0,12.0,7.0,8.0,3.0,4.0,68.0,36.0,17.0,10.0,11.0,7.0,14.0,1.0,10980.0,112.0,499.0,True
650,650,2013,2013-560,US Open,0.0,0.0,0.0,1.0,128,G,20130826,65,104925,Novak Djokovic,1.0,188.0,SRB,26.2,103794,Benjamin Becker,0.0,178.0,GER,32.1,7-6(2) 6-2 6-2,5,R64,111.0,13.0,2.0,80.0,59.0,48.0,11.0,14.0,0.0,1.0,6.0,4.0,95.0,55.0,32.0,20.0,14.0,9.0,14.0,1.0,10980.0,87.0,603.0,True
651,651,2013,2013-560,US Open,0.0,0.0,0.0,1.0,128,G,20130826,97,104925,Novak Djokovic,1.0,188.0,SRB,26.2,105311,Joao Sousa,0.0,185.0,POR,24.4,6-0 6-2 6-2,5,R32,100.0,3.0,2.0,56.0,38.0,30.0,12.0,11.0,1.0,2.0,2.0,3.0,92.0,54.0,30.0,10.0,11.0,5.0,12.0,1.0,10980.0,95.0,583.0,True
652,652,2013,2013-560,US Open,0.0,0.0,0.0,1.0,128,G,20130826,113,104925,Novak Djokovic,1.0,188.0,SRB,26.2,104719,Marcel Granollers,0.0,190.0,ESP,27.3,6-3 6-0 6-0,5,R16,79.0,2.0,0.0,53.0,38.0,32.0,13.0,11.0,1.0,1.0,2.0,2.0,69.0,33.0,16.0,12.0,10.0,7.0,14.0,1.0,10980.0,43.0,975.0,True
653,653,2013,2013-560,US Open,0.0,0.0,0.0,1.0,128,G,20130826,121,104925,Novak Djokovic,1.0,188.0,SRB,26.2,104022,Mikhail Youzhny,0.0,183.0,RUS,31.1,6-3 6-2 3-6 6-0,5,QF,154.0,5.0,1.0,103.0,70.0,49.0,19.0,16.0,8.0,10.0,2.0,4.0,99.0,55.0,29.0,23.0,16.0,5.0,12.0,1.0,10980.0,24.0,1475.0,True
654,654,2013,2013-560,US Open,0.0,0.0,0.0,1.0,128,G,20130826,125,104925,Novak Djokovic,1.0,188.0,SRB,26.2,104527,Stan Wawrinka,0.0,183.0,SUI,28.4,2-6 7-6(4) 3-6 6-3 6-4,5,SF,249.0,9.0,6.0,138.0,92.0,63.0,26.0,24.0,4.0,9.0,8.0,7.0,192.0,96.0,68.0,48.0,24.0,15.0,20.0,1.0,10980.0,10.0,2610.0,True
655,655,2013,2013-560,US Open,0.0,0.0,0.0,1.0,128,G,20130826,127,104745,Rafael Nadal,0.0,185.0,ESP,27.2,104925,Novak Djokovic,0.0,188.0,SRB,26.2,6-2 3-6 6-4 6-1,5,F,201.0,1.0,1.0,121.0,78.0,51.0,24.0,17.0,8.0,11.0,6.0,2.0,102.0,69.0,40.0,16.0,17.0,5.0,11.0,2.0,8860.0,1.0,10980.0,False
658,658,2013,2013-747,Beijing,0.0,0.0,0.0,1.0,32,A,20130930,1,104925,Novak Djokovic,1.0,188.0,SRB,26.3,104586,Lukas Rosol,0.0,196.0,CZE,28.1,6-0 6-3,3,R32,54.0,4.0,0.0,39.0,25.0,20.0,13.0,8.0,2.0,2.0,1.0,3.0,49.0,28.0,15.0,9.0,7.0,4.0,8.0,1.0,11120.0,46.0,951.0,True
659,659,2013,2013-747,Beijing,0.0,0.0,0.0,1.0,32,A,20130930,17,104925,Novak Djokovic,1.0,188.0,SRB,26.3,104269,Fernando Verdasco,1.0,188.0,ESP,29.8,7-5 2-6 6-2,3,R16,115.0,5.0,2.0,80.0,57.0,41.0,13.0,14.0,5.0,8.0,4.0,6.0,83.0,50.0,35.0,15.0,14.0,7.0,11.0,1.0,11120.0,31.0,1210.0,True
660,660,2013,2013-747,Beijing,0.0,0.0,0.0,1.0,32,A,20130930,25,104925,Novak Djokovic,1.0,188.0,SRB,26.3,105023,Sam Querrey,0.0,198.0,USA,25.9,6-1 6-2,3,QF,53.0,7.0,1.0,37.0,28.0,25.0,7.0,8.0,0.0,0.0,4.0,2.0,56.0,33.0,19.0,7.0,7.0,8.0,12.0,1.0,11120.0,30.0,1265.0,True
661,661,2013,2013-747,Beijing,0.0,0.0,0.0,1.0,32,A,20130930,29,104925,Novak Djokovic,1.0,188.0,SRB,26.3,104755,Richard Gasquet,0.0,185.0,FRA,27.2,6-4 6-2,3,SF,80.0,6.0,0.0,49.0,34.0,27.0,8.0,9.0,1.0,2.0,3.0,3.0,73.0,48.0,28.0,11.0,9.0,6.0,10.0,1.0,11120.0,10.0,3005.0,True
662,662,2013,2013-747,Beijing,0.0,0.0,0.0,1.0,32,A,20130930,31,104925,Novak Djokovic,1.0,188.0,SRB,26.3,104745,Rafael Nadal,1.0,185.0,ESP,27.3,6-3 6-4,3,F,87.0,5.0,1.0,46.0,33.0,30.0,10.0,10.0,0.0,0.0,2.0,2.0,60.0,39.0,31.0,7.0,9.0,2.0,4.0,1.0,11120.0,2.0,10860.0,True
663,663,2013,2013-5014,Shanghai Masters,0.0,0.0,0.0,1.0,56,M,20131007,25,104925,Novak Djokovic,1.0,188.0,SRB,26.3,104719,Marcel Granollers,0.0,190.0,ESP,27.4,6-2 6-0,3,R32,71.0,6.0,2.0,45.0,26.0,21.0,10.0,7.0,3.0,3.0,0.0,4.0,47.0,23.0,11.0,9.0,7.0,5.0,10.0,2.0,11120.0,36.0,1110.0,True
664,664,2013,2013-5014,Shanghai Masters,0.0,0.0,0.0,1.0,56,M,20131007,41,104925,Novak Djokovic,1.0,188.0,SRB,26.3,104926,Fabio Fognini,0.0,178.0,ITA,26.3,6-3 6-3,3,R16,70.0,5.0,0.0,47.0,34.0,27.0,10.0,9.0,0.0,0.0,3.0,2.0,65.0,46.0,27.0,9.0,9.0,3.0,6.0,2.0,11120.0,17.0,1885.0,True
665,665,2013,2013-5014,Shanghai Masters,0.0,0.0,0.0,1.0,56,M,20131007,49,104925,Novak Djokovic,1.0,188.0,SRB,26.3,104792,Gael Monfils,0.0,193.0,FRA,27.0,6-7(4) 6-2 6-4,3,QF,143.0,4.0,1.0,86.0,54.0,43.0,17.0,15.0,2.0,4.0,9.0,3.0,103.0,67.0,44.0,17.0,15.0,3.0,8.0,2.0,11120.0,42.0,1050.0,True
666,666,2013,2013-5014,Shanghai Masters,0.0,0.0,0.0,1.0,56,M,20131007,53,104925,Novak Djokovic,1.0,188.0,SRB,26.3,104542,Jo-Wilfried Tsonga,0.0,188.0,FRA,28.4,6-2 7-5,3,SF,94.0,6.0,2.0,60.0,40.0,26.0,13.0,10.0,1.0,3.0,4.0,2.0,72.0,45.0,26.0,9.0,10.0,5.0,10.0,2.0,11120.0,9.0,3115.0,True
667,667,2013,2013-5014,Shanghai Masters,0.0,0.0,0.0,1.0,56,M,20131007,55,104925,Novak Djokovic,1.0,188.0,SRB,26.3,105223,Juan Martin del Potro,0.0,198.0,ARG,25.0,6-1 3-6 7-6(3),3,F,152.0,10.0,0.0,85.0,57.0,45.0,16.0,14.0,3.0,4.0,5.0,2.0,104.0,75.0,51.0,13.0,14.0,10.0,12.0,2.0,11120.0,5.0,4925.0,True
668,668,2013,2013-352,Paris Masters,0.0,0.0,0.0,1.0,48,M,20131028,32,104925,Novak Djokovic,1.0,188.0,SRB,26.4,105732,Pierre Hugues Herbert,0.0,188.0,FRA,22.6,7-6(3) 6-3,3,R32,93.0,4.0,2.0,61.0,38.0,31.0,17.0,11.0,2.0,3.0,9.0,5.0,76.0,49.0,33.0,14.0,10.0,5.0,7.0,2.0,11120.0,189.0,262.0,True
669,669,2013,2013-352,Paris Masters,0.0,0.0,0.0,1.0,48,M,20131028,40,104925,Novak Djokovic,1.0,188.0,SRB,26.4,104545,John Isner,0.0,206.0,USA,28.5,6-7(5) 6-1 6-2,3,R16,110.0,11.0,1.0,73.0,51.0,45.0,14.0,14.0,0.0,0.0,12.0,2.0,111.0,87.0,54.0,9.0,13.0,12.0,16.0,2.0,11120.0,16.0,2070.0,True
670,670,2013,2013-352,Paris Masters,0.0,0.0,0.0,1.0,48,M,20131028,44,104925,Novak Djokovic,1.0,188.0,SRB,26.4,104527,Stan Wawrinka,0.0,183.0,SUI,28.5,6-1 6-4,3,QF,81.0,2.0,0.0,63.0,38.0,27.0,16.0,9.0,6.0,6.0,3.0,2.0,50.0,33.0,20.0,7.0,8.0,5.0,8.0,2.0,11120.0,8.0,3240.0,True
671,671,2013,2013-352,Paris Masters,0.0,0.0,0.0,1.0,48,M,20131028,46,104925,Novak Djokovic,1.0,188.0,SRB,26.4,103819,Roger Federer,0.0,185.0,SUI,32.2,4-6 6-3 6-2,3,SF,121.0,7.0,5.0,92.0,60.0,43.0,17.0,14.0,3.0,5.0,5.0,4.0,89.0,59.0,40.0,12.0,13.0,6.0,10.0,2.0,11120.0,6.0,4245.0,True
672,672,2013,2013-352,Paris Masters,0.0,0.0,0.0,1.0,48,M,20131028,47,104925,Novak Djokovic,1.0,188.0,SRB,26.4,103970,David Ferrer,0.0,175.0,ESP,31.5,7-5 7-5,3,F,112.0,4.0,2.0,64.0,36.0,28.0,16.0,12.0,4.0,6.0,1.0,1.0,85.0,52.0,32.0,16.0,12.0,4.0,8.0,2.0,11120.0,3.0,6600.0,True
673,673,2013,2013-605,Tour Finals,0.0,0.0,0.0,1.0,8,F,20131104,504,104925,Novak Djokovic,1.0,188.0,SRB,26.4,104755,Richard Gasquet,0.0,185.0,FRA,27.3,7-6(5) 4-6 6-3,3,RR,129.0,6.0,3.0,101.0,64.0,46.0,21.0,16.0,1.0,3.0,10.0,3.0,92.0,54.0,41.0,21.0,15.0,3.0,5.0,2.0,10610.0,9.0,3300.0,True
674,674,2013,2013-605,Tour Finals,0.0,0.0,0.0,1.0,8,F,20131104,505,104925,Novak Djokovic,1.0,188.0,SRB,26.4,103819,Roger Federer,0.0,185.0,SUI,32.2,6-4 6-7(2) 6-2,3,RR,142.0,9.0,2.0,101.0,57.0,40.0,23.0,15.0,3.0,5.0,5.0,5.0,103.0,56.0,37.0,23.0,15.0,6.0,11.0,2.0,10610.0,7.0,3805.0,True
675,675,2013,2013-605,Tour Finals,0.0,0.0,0.0,1.0,8,F,20131104,506,104925,Novak Djokovic,1.0,188.0,SRB,26.4,105223,Juan Martin del Potro,0.0,198.0,ARG,25.1,6-3 3-6 6-3,3,RR,114.0,10.0,1.0,73.0,50.0,39.0,16.0,14.0,4.0,5.0,8.0,0.0,80.0,53.0,38.0,13.0,13.0,4.0,6.0,2.0,10610.0,5.0,5055.0,True
676,676,2013,2013-605,Tour Finals,0.0,0.0,0.0,1.0,8,F,20131104,513,104925,Novak Djokovic,1.0,188.0,SRB,26.4,104527,Stan Wawrinka,0.0,183.0,SUI,28.6,6-3 6-3,3,SF,85.0,2.0,0.0,49.0,33.0,24.0,12.0,9.0,2.0,3.0,4.0,0.0,62.0,34.0,21.0,11.0,9.0,6.0,10.0,2.0,10610.0,8.0,3330.0,True
677,677,2013,2013-605,Tour Finals,0.0,0.0,0.0,1.0,8,F,20131104,515,104925,Novak Djokovic,1.0,188.0,SRB,26.4,104745,Rafael Nadal,1.0,185.0,ESP,27.4,6-3 6-4,3,F,96.0,6.0,0.0,58.0,38.0,26.0,14.0,10.0,2.0,3.0,1.0,4.0,61.0,45.0,26.0,8.0,9.0,8.0,11.0,2.0,10610.0,1.0,12030.0,True
680,680,2014,2014-580,Australian Open,0.0,0.0,0.0,1.0,128,G,20140113,64,104925,Novak Djokovic,1.0,188.0,SRB,26.6,105041,Lukas Lacko,0.0,185.0,SVK,26.1,6-3 7-6(2) 6-1,5,R128,110.0,9.0,0.0,79.0,54.0,45.0,17.0,15.0,2.0,3.0,5.0,1.0,92.0,56.0,35.0,18.0,13.0,4.0,8.0,2.0,12260.0,96.0,582.0,True
681,681,2014,2014-580,Australian Open,0.0,0.0,0.0,1.0,128,G,20140113,96,104925,Novak Djokovic,1.0,188.0,SRB,26.6,104919,Leonardo Mayer,0.0,188.0,ARG,26.6,6-0 6-4 6-4,5,R64,107.0,12.0,2.0,67.0,44.0,36.0,17.0,13.0,0.0,0.0,3.0,7.0,85.0,44.0,28.0,17.0,13.0,1.0,6.0,2.0,12260.0,98.0,579.0,True
682,682,2014,2014-580,Australian Open,0.0,0.0,0.0,1.0,128,G,20140113,112,104925,Novak Djokovic,1.0,188.0,SRB,26.6,104797,Denis Istomin,0.0,188.0,UZB,27.3,6-3 6-3 7-5,5,R32,119.0,6.0,1.0,78.0,48.0,37.0,21.0,15.0,0.0,1.0,5.0,1.0,86.0,57.0,41.0,10.0,15.0,3.0,8.0,2.0,12260.0,49.0,945.0,True
683,683,2014,2014-580,Australian Open,0.0,0.0,0.0,1.0,128,G,20140113,120,104925,Novak Djokovic,1.0,188.0,SRB,26.6,104926,Fabio Fognini,0.0,178.0,ITA,26.6,6-3 6-0 6-2,5,R16,93.0,8.0,2.0,60.0,43.0,38.0,12.0,12.0,0.0,0.0,3.0,7.0,91.0,54.0,32.0,13.0,11.0,16.0,22.0,2.0,12260.0,16.0,1930.0,True
684,684,2014,2014-580,Australian Open,0.0,0.0,0.0,1.0,128,G,20140113,124,104527,Stan Wawrinka,1.0,183.0,SUI,28.7,104925,Novak Djokovic,0.0,188.0,SRB,26.6,2-6 6-4 6-2 3-6 9-7,5,QF,240.0,17.0,5.0,170.0,98.0,71.0,36.0,25.0,3.0,7.0,7.0,1.0,144.0,105.0,75.0,23.0,26.0,5.0,10.0,8.0,3890.0,2.0,12260.0,False
685,685,2014,2014-495,Dubai,0.0,0.0,0.0,1.0,32,A,20140224,1,104925,Novak Djokovic,1.0,188.0,SRB,26.7,104797,Denis Istomin,0.0,188.0,UZB,27.4,6-3 6-3,3,R32,84.0,6.0,2.0,66.0,44.0,32.0,12.0,9.0,4.0,4.0,3.0,1.0,71.0,43.0,28.0,11.0,9.0,9.0,12.0,2.0,10580.0,54.0,830.0,True
686,686,2014,2014-495,Dubai,0.0,0.0,0.0,1.0,32,A,20140224,17,104925,Novak Djokovic,1.0,188.0,SRB,26.7,105138,Roberto Bautista Agut,0.0,183.0,ESP,25.8,6-1 6-3,3,R16,58.0,4.0,2.0,47.0,34.0,26.0,6.0,8.0,1.0,2.0,0.0,1.0,46.0,31.0,13.0,8.0,8.0,3.0,8.0,2.0,10580.0,51.0,885.0,True
688,688,2014,2014-495,Dubai,0.0,0.0,0.0,1.0,32,A,20140224,29,103819,Roger Federer,1.0,185.0,SUI,32.5,104925,Novak Djokovic,0.0,188.0,SRB,26.7,3-6 6-3 6-2,3,SF,106.0,7.0,0.0,77.0,46.0,35.0,18.0,13.0,5.0,6.0,5.0,2.0,86.0,53.0,36.0,19.0,13.0,4.0,7.0,8.0,4305.0,2.0,10580.0,False
